Calculated Name	ID Prefix	SRP ID	Syriaca.org URI's	Existing VIAF matched & edited	Not found in Syriac VIAF	New Extended Viaf Record Created	VIAF Record Exists?	Extended VIAF URL	Is a work?	Anonymous?	Shares attribution with	Part of pseudonymous author	Extended VIAF ID	Entry Notes/Comments	Follow-up	Log	Disambiguation	Disambiguation URLs	For Post-Publication Review	Record Description	Questions about Comprehensive VIAF URL matching	Not found in Comprehensive VIAF	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	URL	Name split needs checking	Name split checked	GEDSH en-Start Pg	GEDSH en-Raw	GEDSH en-Entry Num	GEDSH en-Full	GEDSH en-Given	GEDSH en-Family	GEDSH en-Titles	Not an author or work	No Barsoum entry	Double Checked that there is no corresponding entry in Barsoum	Date Needs Checking	GEDSH en-DOB	GEDSH en-DOB Standard	GEDSH en-DOB Not Before	GEDSH en-DOB Not After	GEDSH en-DOD	GEDSH en-DOD Standard	GEDSH en-DOD Not Before	GEDSH en-DOD Not After	GEDSH en-Floruit	GEDSH en-Floruit Standard	GEDSH en-Floruit Not Before	GEDSH en-Floruit Not After	GEDSH en-Reign	GEDSH en-Reign Begin	GEDSH en-Reign Begin Standard	GEDSH en-Reign Begin Not Before	GEDSH en-Reign Begin Not After	GEDSH en-Reign End	GEDSH en-Reign End Standard	GEDSH en-Reign End Not Before	GEDSH en-Reign End Not After	GEDSH en-Name Place	GEDSH en-Name Place URI	GEDSH en-Birth Place URI	GEDSH en-Death Place URI	GEDSH en-Other Place URI	Retroversion of Syriac name from GEDSH	GEDSH Entry Entered	Barsoum en-Entry Num	Barsoum en-Page Num	Barsoum en-Raw	Barsoum en-Full	Barsoum en-Given	Barsoum en-Family	Barsoum en-Titles	Barsoum ar-Page Num	Barsoum ar-Full	Barsoum ar-Given	Barsoum ar-Family	Barsoum ar-Titles	Barsoum Ar Entered	Barsoum ar-Notes	Barsoum Birthplace	Barsoum en-DOD	Barsoum en-DOD Standard	Barsoum en-DOD Not Before	Barsoum en-DOD Not After	Barsoum en-Floruit	Barsoum en-Floruit Standard	Barsoum en-Floruit Not Before	Barsoum en-Floruit Not After	Barsoum en-Century	Barsoum en Name Place	Barsoum en Name Place URI	Barsoum en Birthplace URI	Barsoum en Death Place URI	Barsoum en Other Place URI	Barsoum syr-Page Num	Barsoum syr-NV Full	Barsoum syr-NV Given	Barsoum syr-NV Family	Barsoum syr-NV Titles	Barsoum syr-V Full	Barsoum syr-V Given	Barsoum syr-V Family	Barsoum syr-V Titles	Necessary Corrections	Authorized syr-Source	Authorized syr-NV Full	Authorized syr-NV Given	Authorized syr-NV Family	Authorized syr-NV Titles	Authorized syr-Needs Review	Abdisho YdQ syr-NV Full	Abdisho YdQ syr-NV Given	Abdisho YdQ syr-NV Family	Abdisho YdQ syr-NV Titles	Abdisho YdQ syr-V Full	Abdisho YdQ syr-V Given	Abdisho YdQ syr-V Family	Abdisho YdQ syr-V Titles	Abdisho YdQ syr-Page Num	Abdisho BO syr-NV Full	Abdisho BO syr-NV Given	Abdisho BO syr-NV Family	Abdisho BO syr-NV Titles	Abdisho BO syr-V Full	Abdisho BO syr-V Given	Abdisho BO syr-V Family	Abdisho BO syr-V Titles	Abdisho BO syr-Page Num	Syriac Entered	GS en-Full	GS en-Given	GS en-Family	GS en-Titles	Other en-Full	Other en-Given	Other en-Family	Other en-Titles	Extended VIAF Updated	Extended VIAF needs correction	CBSC en-Full	CBSC en-Link	VIAF-Dates Raw	VIAF-DOB	VIAF-DOB Standard	VIAF-DOD	VIAF-DOD Standard	Display Date	Original Sort Order	Merge Row Number
Abū al-Ḥasan Ibn Maḥrūma	SRP	242	http://syriaca.org/person/242	JW		JW	YES	http://viaf.org/hosted/syriac/37822					37822										http://viaf.org/viaf/246517217																																																													237	485	Abu al-Ḥasan Ibn Maḥruma	Abu al-Ḥasan Ibn Maḥruma	Abu al-Ḥasan	Ibn Maḥruma		434	ابو الحسن ابن محرومة	ابو الحسن	ابن محرومة		JK			c. 1299	1299													466	ܐܒܘ ܐܠܚܣܢ ܒܪ ܡܚܪܘܡܗ	ܐܒܘ ܐܠܚܣܢ	ܒܪ ܡܚܪܘܡܗ		ܐܰܒܘ ܐܠܚܰܣܢ ܒܰܪ ܡܰܚܪܘܡܗ	ܐܰܒܘ ܐܠܚܰܣܢ	ܒܰܪ ܡܰܚܪܘܡܗ			Barsoum																									Abū al-Ḥasan Ibn Maḥrūma	Abū al-Ḥasan		Ibn Maḥrūma						Add CE-CH to Viaf - TAC 2/26/13			00.00.00-1299.00.00				1299	c. 1299	245	212
Tumo of Ḥaḥ	SRP	244	http://syriaca.org/person/244		JW	JW	YES	http://viaf.org/hosted/syriac/37844					37844																																																																							239	486	The Ascetic Thomas of Ḥaḥ	The Ascetic Thomas of Ḥaḥ	Thomas		the Ascetic, of Ḥaḥ	435	توما الحاحي الناسك	توما		الحاحي , الناسك	JK																	467	ܬܐܘܡܐ ܚܐܚܝܐ ܥܢܘܝܐ	ܬܐܘܡܐ		ܚܐܚܝܐ ܥܢܘܝܐ	ܬܐܘܡܐ ܚܰܐܚܳܝܐ ܥܢܘܳܝܐ	ܬܐܘܡܐ		ܚܰܐܚܳܝܐ ܥܢܘܳܝܐ		Other	ܬܐܘܡܐ ܚܐܚܝܐ	ܬܐܘܡܐ		ܚܐܚܝܐ																					Tumo of Ḥaḥ	Tumo		of Ḥaḥ	Thomas of Ḥaḥ	Thomas		of Ḥaḥ		Add CE-CH to Viaf - TAC 2/26/13									247	214
Yeshuʿ bar Kilu	SRP	246	http://syriaca.org/person/246		JW	JW	YES	http://viaf.org/hosted/syriac/37866					37866																																																																							241	487	The Monk Yeshu‛ Ibn Kilo	The Monk Yeshu‛ Ibn Kilo	Yeshu‛	Ibn Kilo	the Monk	436	الراهب يشوع ابن كيلو	يشوع	ابن كيلو	الراهب	JK							1309	1309									468	ܕܝܪܝܐ ܝܫܘܥ ܒܪ ܟܝܠܘ	ܝܫܘܥ	ܒܪ ܟܝܠܘ	ܕܝܪܝܐ	ܕܰܝܪܳܝܐ ܝܶܫܘܥ ܒܰܪ ܟܺܝܠܘ	ܝܶܫܘܥ	ܒܰܪ ܟܺܝܠܘ	ܕܰܝܪܳܝܐ		Other	ܝܫܘܥ ܒܪ ܟܝܠܘ	ܝܫܘܥ	ܒܪ ܟܝܠܘ																						Yeshuʿ bar Kilu	Yeshuʿ	bar Kilu		Joshua bar Kilu	Joshua	bar Kilu			Add CE-CH to Viaf - TAC 2/26/13			00.00.00-1309.00.00				1309	1309	249	216
Michael I (III)	SRP	247	http://syriaca.org/person/247		JW	JW	YES	http://viaf.org/hosted/syriac/37877					37877	 Barsoum: This is not Michael II the Younger from the GEDSH			Not the same as Michael II the Younger (http://syriaca.org/person/223)	http://syriaca.org/person/223					http://en.wikipedia.org/wiki/Patriarch_Michael_II_of_Antioch																																																													242	488	Patriarch Michael II	Patriarch Michael II	Michael		II, Patriarch	437	البطريرك ميخائيل الثاني	ميخائيل		البطريرك , الثاني	JK			1312	1312													469	ܦܛܪܝܪܟܐ ܡܝܟܐܝܠ ܬܪܝܢܐ	ܡܝܟܐܝܠ		ܦܛܪܝܪܟܐ ܬܪܝܢܐ	ܦܰܛܪܝܰܪܟܐ ܡܝܟܳܐܝܠ ܬܪܰܝܳܢܐ	ܡܝܟܳܐܝܠ		ܦܰܛܪܝܰܪܟܐ ܬܪܰܝܳܢܐ		Other	ܡܝܟܐܝܠ ܩܕܡܝܐ	ܡܝܟܐܝܠ		ܩܕܡܝܐ																					Michael I (III)	Michael		I (III)						Add CE-CH to Viaf [sic GEDSH p.488] - TAC 2/26/13			00.00.00-1312.00.00				1312	1312	250	217
Qurillos of Ḥaḥ	SRP	248	http://syriaca.org/person/248		JW	JW	YES	http://viaf.org/hosted/syriac/37888					37888																																																																							243	488	Cyril, bishop of Ḥaḥ	Cyril, bishop of Ḥaḥ	Cyril		Bishop of Ḥaḥ	437	قورلس اسقف حاح	قورلس		اسقف حاح	JK							1333	1333									469	ܩܘܪܝܠܠܘܣ ܐܦܝܣܩܘܦܐ ܕܚܐܚ	ܩܘܪܝܠܠܘܣ		ܐܦܝܣܩܘܦܐ ܕܚܐܚ	ܩܘܪܝܺܠܠܘܣ ܐܶܦܝܣܩܘܦܳܐ ܕܚܰܐܚ	ܩܘܪܝܺܠܠܘܣ		ܐܶܦܝܣܩܘܦܳܐ ܕܚܰܐܚ		Other	ܩܘܪܝܠܠܘܣ ܕܚܐܚ	ܩܘܪܝܠܠܘܣ		ܕܚܐܚ																					Qurillos of Ḥaḥ	Qurillos		of Ḥaḥ	Cyril of Ḥaḥ	Cyril		of Ḥaḥ		Add CE-CH to Viaf - TAC 2/26/13			00.00.00-1333.00.00				1333	1333	251	218
Ignatius V bar Wahib	SRP	249	http://syriaca.org/person/249		JW	JW	YES	http://viaf.org/hosted/syriac/37899					37899																																																																							244	488	Bar Wuhayb	Bar Wuhayb	Bar Wuhayb			437	ابن ُوهيب	ابن ُوهيب			JK	Added "damma" as Barsoum has it - JK		1333	1333													470	 ܒܪ ܘܗܝܒ	ܒܪ ܘܗܝܒ			 ܒܰܪ ܘܰܗܝܒ	ܒܰܪ ܘܰܗܝܒ				Barsoum																									Ignatius V bar Wahib	Ignatius	bar Wahib	V	Ignatius V bar Wahib	Ignatius	bar Wahib	V		Add CE-CH to Viaf - TAC 2/26/13			00.00.00-1333.00.00				1333	1333	252	219
Ṣlibo bar Khayrun	SRP	251	http://syriaca.org/person/251		JW	JW	YES	http://viaf.org/hosted/syriac/37914					37914																																																																							246	490	Malphono Ṣaliba Bar Khayrun	Malphono Ṣaliba Bar Khayrun	Ṣaliba	Bar Khayrun	Malphono	439	الربان صليبا ابن خيرون	صليبا	ابن خيرون	الربان	JK	His title means "hiero-monk" in Arabic, not Malphono - JK		1340	1340													471	ܪܒܢ ܨܠܝܒܐ ܒܪ ܟܝܪܘܢ	ܨܠܝܒܐ	ܒܪ ܟܝܪܘܢ	ܪܒܢ	ܪܰܒܢ ܨܰܠܝܒܐ ܒܰܪ ܟܰܝܪܘܢ	ܨܰܠܝܒܐ	ܒܰܪ ܟܰܝܪܘܢ	ܪܰܒܢ		Other	ܨܠܝܒܐ ܒܪ ܟܝܪܘܢ	ܨܠܝܒܐ	ܒܪ ܟܝܪܘܢ																						Ṣlibo bar Khayrun	Ṣlibo	bar Khayrun							Add CE-CH to Viaf - TAC 2/26/13			00.00.00-1340.00.00				1340	1340	254	221
ʿAbdullāh of Barṭelle	SRP	252	http://syriaca.org/person/252		JW	JW	YES	http://viaf.org/hosted/syriac/37925					37925																																																																							247	491	Deacon ‛Abd Allah of Barṭelli	Deacon ‛Abd Allah of Barṭelli	‛Abd Allah		Deacon, of Barṭelli	440	الشماس عبد اللّٰه البرطلي	عبد اللّٰه		الشماس ,  البرطلي	JK							1345	1345									472	ܡܫܡܫܢܐ ܥܒܕ ܠܠܗ ܒܪܛܠܝܐ	ܥܒܕ ܠܠܗ		ܡܫܡܫܢܐ ܒܪܛܠܝܐ	ܡܫܰܡܫܳܢܐ ܥܰܒܕ ܠܠܗ ܒܰܪܛܠܝܐ	ܥܰܒܕ ܠܠܗ		ܡܫܰܡܫܳܢܐ ܒܰܪܛܠܝܐ		Other	ܥܒܕ ܠܠܗ ܒܪܛܠܝܐ	ܥܒܕ ܠܠܗ		ܒܪܛܠܝܐ																					ʿAbdullāh of Barṭelle	ʿAbdullāh		of Barṭelle						Add CE-CH to Viaf - TAC 2/26/13			00.00.00-1345.00.00				1345	1345	255	222
Abū al-Wafā of Hasankeyf	SRP	253	http://syriaca.org/person/253		JW	JW	YES	http://viaf.org/hosted/syriac/37936					37936																																																																							248	492	Metropolitan Abu al-Wafa of Ḥiṣn Kifa	Metropolitan Abu al-Wafa of Ḥiṣn Kifa	Abu al-Wafa		Metropolitan, of Ḥiṣn Kifa	440	المطران ابو الوفآء الحصكفي	ابو الوفآء		المطران , الحصكفي	JK																	472	ܡܝܛܪܘܦܘܠܝܛܐ ܐܒܘܐܠܘܦܐ ܚܣܢ ܟܐܦܝܐ	ܐܒܘܐܠܘܦܐ		ܡܝܛܪܘܦܘܠܝܛܐ ܚܣܢ ܟܐܦܝܐ	ܡܝܛܪܘܦܘܠܝܛܐ ܐܰܒܘܐܠܘܦܐ ܚܰܣܢ ܟܺܐܦܳܝܐ	ܐܰܒܘܐܠܘܦܐ		ܡܝܛܪܘܦܘܠܝܛܐ ܚܰܣܢ ܟܺܐܦܳܝܐ		Other	ܐܒܘܐܠܘܦܐ ܚܣܢ ܟܐܦܝܐ	ܐܒܘܐܠܘܦܐ		ܚܣܢ ܟܐܦܝܐ																					Abū al-Wafā of Hasankeyf	Abū al-Wafā		of Hasankeyf						Add CE-CH to Viaf - TAC 2/26/13									256	223
Abrohom of Mardin	SRP	254	http://syriaca.org/person/254		JW	JW	YES	http://viaf.org/hosted/syriac/37947					37947																																																																							249	492	The Monk Abraham of Mardin	The Monk Abraham of Mardin	Abraham		the Monk, of Mardin	441	الراهب ابرهيم المارديني	ابرهيم		الراهب , المارديني	JK	 compare to p.291 again spelling mistke						1365	1365									472	ܕܝܪܝܐ ܐܒܪܗܡ ܡܪܕܝܢܝܐ	ܐܒܪܗܡ		ܕܝܪܝܐ ܡܪܕܝܢܝܐ	ܕܰܝܪܳܝܐ ܐܰܒܪܳܗܡ ܡܪܕܝܢܳܝܐ	ܐܰܒܪܳܗܡ		ܕܰܝܪܳܝܐ ܡܪܕܝܢܳܝܐ		Other	ܐܒܪܗܡ ܡܪܕܝܢܝܐ	ܐܒܪܗܡ		ܡܪܕܝܢܝܐ																					Abrohom of Mardin	Abrohom		of Mardin	Abraham of Mardin	Abraham		of Mardin		Add CE-CH to Viaf - TAC 2/26/13			00.00.00-1365.00.00				1365	1365	257	224
Yawsep bar Gharib of Amid	SRP	255	http://syriaca.org/person/255		JW	JW	YES	http://viaf.org/hosted/syriac/37958					37958																																																																							250	492	Joseph Bar Gharīb, metropolitan of Amid	Joseph Bar Gharīb, metropolitan of Amid	Joseph	Bar Gharīb	Metropolitan of Amid	441	يوسف ابن غريب مطران آمد	يوسف	ابن غريب	مطران آمد	JK			1375	1375													473	ܝܘܣܦ ܒܪ ܓܪܝܒ ܡܝܛܪܘܦܘܠܝܛܐ ܕܐܡܝܕ	ܝܘܣܦ	ܒܪ ܓܪܝܒ	ܡܝܛܪܘܦܘܠܝܛܐ ܕܐܡܝܕ	ܝܘܣܶܦ ܒܰܪ ܓܰܪܝܒ ܡܝܛܪܘܦܘܠܝܛܐ ܕܐܳܡܝܕ	ܝܘܣܶܦ	ܒܰܪ ܓܰܪܝܒ	ܡܝܛܪܘܦܘܠܝܛܐ ܕܐܳܡܝܕ		Other	ܝܘܣܦ ܒܪ ܓܪܝܒ ܕܐܡܝܕ	ܝܘܣܦ	ܒܪ ܓܪܝܒ	ܕܐܡܝܕ																					Yawsep bar Gharib of Amid	Yawsep	bar Gharib	of Amid	Joseph bar Gharib of Amid	Joseph	bar Gharib	of Amid		Add CE-CH to Viaf - TAC 2/26/13			00.00.00-1375.00.00				1375	1375	258	225
Philoxenos the Scrib	SRP	258	http://syriaca.org/person/258		JW	JW	YES	http://viaf.org/hosted/syriac/37981					37981																																																																							253	495	Philoxenus the Scribe	Philoxenus the Scribe	Philoxenus		the Scribe	443	فيلكسينس الكاتب	فيلكسينس		الكاتب	JK			1421	1421													474	ܦܝܠܘܟܣܝܢܘܣ ܟܬܘܒܐ	ܦܝܠܘܟܣܝܢܘܣ		ܟܬܘܒܐ	ܦܝܠܘܟܣܝܢܘܣ ܟܳܬܘܒܐ	ܦܝܠܘܟܣܝܢܘܣ		ܟܳܬܘܒܐ		Barsoum																									Philoxenos the Scrib	Philoxenos		the Scribe	Philoxenus the Scrib	Philoxenus		the Scribe		Add CE-CH to Viaf - TAC 2/26/13			00.00.00-1421.00.00				1421	1421	261	228
Sohdo	SRP	260	http://syriaca.org/person/260		JW	JW	YES	http://viaf.org/hosted/syriac/38007					38007																																																																							255	496	The Priest Sahdo	The Priest Sahdo	Sahdo		the Priest	445	القس سهدو	سهدو		القس	JK																	475	ܩܫܝܫܐ ܣܗܕܐ	ܣܗܕܐ		ܩܫܝܫܐ	ܩܰܫܝܫܳܐ ܣܳܗܕܳܐ	ܣܳܗܕܳܐ		ܩܰܫܝܫܳܐ		Barsoum																									Sohdo	Sohdo								Add CE-CH to Viaf - TAC 2/26/13									263	230
Shemʿun of Amid	SRP	261	http://syriaca.org/person/261		JW	JW	YES	http://viaf.org/hosted/syriac/38018					38018																																																																							256	496	The Priest Simon of Amid	The Priest Simon of Amid	Simon		the Priest, of Amid	445	القس شمعون الآمدي	شمعون		القس , الآمدي	JK							1450	1450									476	ܩܫܝܫܐ ܫܡܥܘܢ ܐܡܝܕܝܐ	ܫܡܥܘܢ		ܩܫܝܫܐ ܐܡܝܕܝܐ	ܩܰܫܝܫܳܐ ܫܶܡܥܘܢ ܐܳܡܝܕܳܝܐ	ܫܶܡܥܘܢ		ܩܰܫܝܫܳܐ ܐܳܡܝܕܳܝܐ		Other	ܫܡܥܘܢ ܐܡܝܕܝܐ	ܫܡܥܘܢ		ܐܡܝܕܝܐ																					Shemʿun of Amid	Shemʿun		of Amid	Simon of Amid	Simon		of Amid		Add CE-CH to Viaf - TAC 2/26/13			00.00.00-1450.00.00				1450	1450	264	231
Ignatius Qumo of Beth Sbirina	SRP	262	http://syriaca.org/person/262		JW	JW	YES	http://viaf.org/hosted/syriac/38029					38029																																																																							257	497	Qawma, the Patriarch of Tur ‛Abdin	Qawma, the Patriarch of Tur ‛Abdin	Qawma		the Patriarch of Tur ‛Abdin	445	قوما بطرك طور عبدين	قوما		بطرك طور عبدين	JK	check spelling		1454	1454													476	ܩܘܡܐ ܦܛܪܝܪܟܐ ܕܛܘܪܥܒܕܝܢ	ܩܘܡܐ		ܦܛܪܝܪܟܐ ܕܛܘܪܥܒܕܝܢ	ܩܰܘܡܶܐ ܦܰܛܪܝܰܪܟܳܐ ܕܛܘܪܥܰܒܕܝܢ	ܩܰܘܡܶܐ		ܦܰܛܪܝܰܪܟܳܐ ܕܛܘܪܥܰܒܕܝܢ		Other	ܩܘܡܐ ܣܒܝܪܝܢܝܐ	ܩܘܡܐ		ܣܒܝܪܝܢܝܐ																					Ignatius Qumo of Beth Sbirina	Ignatius Qumo		of Beth Sbirina						Add CE-CH to Viaf - TAC 2/26/13			00.00.00-1454.00.00				1454	1454	265	232
Barṣawmo Maʿdanoyo	SRP	264	http://syriaca.org/person/264		JW	JW	YES	http://viaf.org/hosted/syriac/38041					38041																																																																							259	499	Barṣoum Ma‛dani, Maphryono of the East	Barṣoum Ma‛dani, Maphryono of the East	Barṣoum Ma‛dani		Maphryono of the East	447	برصوم المعدني مفريان المشرق 	برصوم المعدني		مفريان المشرق	JK							1455	1455									478	ܒܪܨܘܡ ܡܥܕܢܝܐ ܡܦܪܝܢܐ ܕܡܕܢܚܐ	ܒܪܨܘܡ ܡܥܕܢܝܐ		ܡܦܪܝܢܐ ܕܡܕܢܚܐ	ܒܰܪܨܘܡ ܡܰܥܕܰܢܳܝܐ ܡܰܦܪܝܳܢܐ ܕܡܰܕܢܚܐ	ܒܰܪܨܘܡ ܡܰܥܕܰܢܳܝܐ		ܡܰܦܪܝܳܢܐ ܕܡܰܕܢܚܐ		Other	ܒܪܨܘܡ ܡܥܕܢܝܐ	ܒܪܨܘܡ		ܡܥܕܢܝܐ																					Barṣawmo Maʿdanoyo	Barṣawmo		Maʿdanoyo						Add CE-CH to Viaf - TAC 2/26/13			00.00.00-1455.00.00				1455	1455	267	233
Yuḥanon of Beth Sbirino	SRP	265	http://syriaca.org/person/265		NG		NO							Does this refer to the John of Basibrina who died in 1729 (and does have VIAF record) or John of Basibrina, metropolitan of Qarṭmin (998-1043, mentioned pgs. 19 and 541 of Barsoum English)? Also, English needs to be added, with entry number, etc. -NG Neither VIAF match, and this author has no English or Arabic Barsoum (added by Dolabani) - TAC								?																																																																																											478	ܩܫܝܫܐ ܝܘܚܢܢ ܣܒܝܪܝܢܝܐ	ܝܘܚܢܢ		ܩܫܝܫܐ, ܣܒܝܪܝܢܝܐ	ܩܰܫܝܫܐ ܝܘܚܰܢܢ ܣܒܝܪܝܢܳܝܐ	ܝܘܚܰܢܢ		ܩܰܫܝܫܐ, ܣܒܝܪܝܢܳܝܐ		Other	ܝܘܚܢܢ ܣܒܝܪܝܢܝܐ	ܝܘܚܢܢ		ܣܒܝܪܝܢܝܐ																					Yuḥanon of Beth Sbirino	Yuḥanon		of Beth Sbirino	John of Beth Sbirino	John		of Beth Sbirino		Add CE-CH to Viaf - TAC 2/26/13									268	
Ḥasan bar Zurʿo of Mosul	SRP	266	http://syriaca.org/person/266		NG		NO							This author has no English or Arabic Barsoum (added by Dolabani) - TAC								AV																																																																																											479	ܚܣܢ ܒܪ ܙܘܪܥܐ ܡܘܨܠܝܐ	ܚܣܢ	ܒܪ ܙܘܪܥܐ	ܡܘܨܠܝܐ	ܚܰܣܢ ܒܰܪ ܙܘܪܥܐ ܡܰܘܨܠܳܝܐ	ܚܰܣܢ	ܒܰܪ ܙܘܪܥܐ	ܡܰܘܨܠܳܝܐ		Barsoum																									Ḥasan bar Zurʿo of Mosul	Ḥasan	bar Zurʿo	of Mosul						Add CE-CH to Viaf - TAC 2/26/13									269	
Gharīb of Beth Manʿem	SRP	267	http://syriaca.org/person/267		JW	JW	YES	http://viaf.org/hosted/syriac/38052					38052																																																																							260	500	The Monk Gharīb of Man‛im	The Monk Gharīb of Man‛im	Gharīb		the Monk, of Man‛im	448	الراهب غريب المانعمي	غريب		الراهب , المانعمي	JK							1476	1476									479	ܕܝܪܝܐ ܓܪܝܒ ܡܢܥܡܝܐ	ܓܪܝܒ		ܕܝܪܝܐ ܡܢܥܡܝܐ	ܕܰܝܪܳܝܐ ܓܰܪܝܒ ܡܰܢܥܡܳܝܐ	ܓܰܪܝܒ		ܕܰܝܪܳܝܐ ܡܰܢܥܡܳܝܐ		Other	ܓܪܝܒ ܡܢܥܡܝܐ	ܓܪܝܒ		ܡܢܥܡܝܐ																					Gharīb of Beth Manʿem	Gharīb		of Beth Manʿem						Add CE-CH to Viaf - TAC 2/26/13			00.00.00-1476.00.00				1476	1476	270	234
Ignatius ʿAziz bar Sobto	SRP	268	http://syriaca.org/person/268		JW	JW	YES	http://viaf.org/hosted/syriac/38063					38063																																																																							261	500	Patriarch ‛Aziz (Bar Sobto)	Patriarch ‛Aziz (Bar Sobto)	‛Aziz	(Bar Sobto)	Patriarch	448	البطريرك عزيز ابن العجوز	عزيز		البطريرك , ابن العجوز	JK			1481	1481													479	ܦܛܪܝܪܟܐ ܥܙܝܙ ܒܪ ܣܒܬܐ	ܥܙܝܙ	ܒܪ ܣܒܬܐ	ܦܛܪܝܪܟܐ	ܦܰܛܪܝܰܪܟܐ ܥܰܙܝܙ ܒܰܪ ܣܳܒܬܐ	ܥܰܙܝܙ	ܒܰܪ ܣܳܒܬܐ	ܦܰܛܪܝܰܪܟܐ		Other	ܥܙܝܙ ܒܪ ܣܒܬܐ	ܥܙܝܙ	ܒܪ ܣܒܬܐ																						Ignatius ʿAziz bar Sobto	Ignatius ʿAziz	bar Sobto							Add CE-CH to Viaf - TAC 2/26/13	Aziz b. Sobto	http://www.csc.org.il/db/browse.aspx?db=SB&sL=A&sK=Aziz b. Sobto&sT=keywords	00.00.00-1481.00.00				1481	1481	271	235
Malke Saqo	SRP	269	http://syriaca.org/person/269		JW	JW	YES	http://viaf.org/hosted/syriac/38074					38074																																																																							262	501	The Monk Malke Sāqo	The Monk Malke Sāqo	Malke Sāqo		the Monk	449	الراهب ملكي ساقو	ملكي ساقو		الراهب	JK			1490	1490													480	ܕܝܪܝܐ ܡܠܟܐ ܣܩܐ	ܡܠܟܐ ܣܩܐ		ܕܝܪܝܐ	ܕܰܝܪܳܝܐ ܡܰܠܟܶܐ ܣܰܩܳܐ	ܡܰܠܟܶܐ ܣܰܩܳܐ		ܕܰܝܪܳܝܐ		Other	ܡܠܟܐ ܣܩܐ	ܡܠܟܐ ܣܩܐ																							Malke Saqo	Malke		Saqo						Add CE-CH to Viaf - TAC 2/26/13			00.00.00-1490.00.00				1490	1490	272	236
Yeshuʿ of Beth Sbirino	SRP	270	http://syriaca.org/person/270		JW	JW	YES	http://viaf.org/hosted/syriac/38085					38085																																																																							263	501	Rabban Yeshu‛ of Basibrina	Rabban Yeshu‛ of Basibrina	Yeshu‛		Rabban, of Basibrina	449	الربان يشوع السبيريني	يشوع		الربان , السبيريني	JK			1492	1492													480	ܪܒܢ ܝܫܘܥ ܣܒܝܪܝܢܝܐ	ܝܫܘܥ		ܪܒܢ ܣܒܝܪܝܢܝܐ	ܪܰܒܢ ܝܶܫܘܥ ܣܒܝܺܪܝܢܳܝܐ	ܝܶܫܘܥ		ܪܰܒܢ ܣܒܝܺܪܝܢܳܝܐ		Other	ܝܫܘܥ ܣܒܝܪܝܢܝܐ	ܝܫܘܥ		ܣܒܝܪܝܢܝܐ																					Yeshuʿ of Beth Sbirino	Yeshuʿ		of Beth Sbirino	Joshua of Beth Sbirino	Joshua		of Beth Sbirino		Add CE-CH to Viaf - TAC 2/26/13			00.00.00-1492.00.00				1492	1492	273	237
Yuḥanon bar Shayullāh	SRP	271	http://syriaca.org/person/271		JW	JW	YES	http://viaf.org/hosted/syriac/38096					38096	Corrected typo Shay, Allah to Shay' Allah - TAC			Not the same as Yuḥanon XIV bar Shayullāh (http://syriaca.org/person/830)	http://syriaca.org/person/830																																																																		264	502	Patriarch John Bar Shay' Allah	Patriarch John Bar Shayʾ Allah	John	Bar Shayʾ Allah	Patriarch	450	البطريرك يوحنا ابن شيء اللّٰه	يوحنا	ابن شيء اللّٰه	البطريرك	JK			1493	1493													481	ܦܛܪܝܪܟܐ ܝܘܚܢܢ ܒܪ ܫܝܠܠܗ	ܝܘܚܢܢ	ܒܪ ܫܝܠܠܗ	ܦܛܪܝܪܟܐ	ܦܰܛܪܝܰܪܟܳܐ ܝܘܚܰܢܢ ܒܰܪ ܫܝܠܠܗ	ܝܘܚܰܢܢ	ܒܰܪ ܫܝܠܠܗ	ܦܰܛܪܝܰܪܟܳܐ		Barsoum																									Yuḥanon bar Shayullāh	Yuḥanon	bar Shayullāh		John bar Shayullāh	John	bar Shayullāh			Add CE-CH to Viaf - TAC 2/26/13	John bar Shayallah	http://www.csc.org.il/db/browse.aspx?db=SB&sL=J&sK=John bar Shayallah&sT=keywords	00.00.00-1493.00.00				1493	1493	274	238
